code,name,description,refreshed_at,from_date,to_date
BOM512591,PULSAR INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for PULSAR INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,29-09-1994,04-05-2021
BOM512595,UNIMODE OVERSEAS LTD. EOD Prices,End of Day prices and additional trading information for UNIMODE OVERSEAS LTD. EOD Prices.,14-05-2021 14:18,24-10-1994,14-05-2021
BOM512597,Keynote Financial Services Ltd EOD Prices,End of Day prices and additional trading information for Keynote Financial Services Ltd EOD Prices.,14-05-2021 14:18,20-10-1994,11-05-2021
BOM512599,ADANI ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for ADANI ENTERPRISES LTD. EOD Prices.,14-05-2021 14:18,25-11-1994,14-05-2021
BOM512600,MACRO (INTERNATIONAL) EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for MACRO (INTERNATIONAL) EXPORTS LTD. EOD Prices.,14-05-2021 14:18,06-12-1994,09-03-2021
BOM512604,HARIA EXPORTS LTD.-$ EOD Prices,End of Day prices and additional trading information for HARIA EXPORTS LTD.-$ EOD Prices.,14-05-2021 14:18,06-12-1994,14-05-2021
BOM512608,BHANDARI HOSIERY EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for BHANDARI HOSIERY EXPORTS LTD. EOD Prices.,14-05-2021 14:18,06-01-1995,14-05-2021
BOM512618,RLF LTD. EOD Prices,End of Day prices and additional trading information for RLF LTD. EOD Prices.,14-05-2021 14:18,08-02-1995,14-05-2021
BOM512624,Regent Enterprises Ltd EOD Prices,End of Day prices and additional trading information for Regent Enterprises Ltd EOD Prices.,14-05-2021 14:18,22-02-1995,14-05-2021
BOM512626,ORBIT EXPORTS LTD. EOD Prices,End of Day prices and additional trading information for ORBIT EXPORTS LTD. EOD Prices.,14-05-2021 14:18,24-02-1995,14-05-2021
BOM512634,SAVERA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SAVERA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,27-04-1995,14-05-2021
BOM513005,VBC FERRO ALLOYS LTD.-$ EOD Prices,End of Day prices and additional trading information for VBC FERRO ALLOYS LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513010,Tata Steel Long Products Ltd EOD Prices,End of Day prices and additional trading information for Tata Steel Long Products Ltd EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513012,JEET MACHINE TOOLS LTD. EOD Prices,End of Day prices and additional trading information for JEET MACHINE TOOLS LTD. EOD Prices.,14-05-2021 14:18,04-07-2000,22-11-2006
BOM513023,NAVA BHARAT VENTURES LTD. EOD Prices,End of Day prices and additional trading information for NAVA BHARAT VENTURES LTD. EOD Prices.,14-05-2021 14:18,21-11-1995,14-05-2021
BOM513039,HINDUSTHAN UDYOG LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTHAN UDYOG LTD. EOD Prices.,14-05-2021 14:18,03-09-1991,17-04-2097
BOM513043,Remi Edelstahl Tubulars Limited EOD Prices,End of Day prices and additional trading information for Remi Edelstahl Tubulars Limited EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513059,G.S.AUTO INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for G.S.AUTO INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,15-03-1991,14-05-2021
BOM513063,TRANS-FREIGHT CONTAINERS LTD. EOD Prices,End of Day prices and additional trading information for TRANS-FREIGHT CONTAINERS LTD. EOD Prices.,14-05-2021 14:18,26-02-1991,14-05-2021
BOM513097,SHIVALIK BIMETAL CONTROLS LTD. EOD Prices,End of Day prices and additional trading information for SHIVALIK BIMETAL CONTROLS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513108,GANDHI SPECIAL TUBES LTD.-$ EOD Prices,End of Day prices and additional trading information for GANDHI SPECIAL TUBES LTD.-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513117,AMFORGE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for AMFORGE INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513119,ABC GAS (INTERNATIONAL) LTD. EOD Prices,End of Day prices and additional trading information for ABC GAS (INTERNATIONAL) LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513121,ORICON ENTERPRISES LTD.-$ EOD Prices,End of Day prices and additional trading information for ORICON ENTERPRISES LTD.-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513142,BALASORE ALLOYS LTD. EOD Prices,End of Day prices and additional trading information for BALASORE ALLOYS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,10-05-2021
BOM513149,ACROW INDIA LTD. EOD Prices,End of Day prices and additional trading information for ACROW INDIA LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513151,STI INDIA LTD. EOD Prices,End of Day prices and additional trading information for STI INDIA LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,19-04-2021
BOM513153,Techtrek India Ltd. EOD Prices,End of Day prices and additional trading information for Techtrek India Ltd. EOD Prices.,12-11-2015 11:56,25-01-1991,22-09-2014
BOM513173,STEEL STRIPS INFRASTRUCTURES LTD. EOD Prices,End of Day prices and additional trading information for STEEL STRIPS INFRASTRUCTURES LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513179,NATIONAL STEEL & AGRO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for NATIONAL STEEL & AGRO INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513216,UTTAM GALVA STEELS LTD. EOD Prices,End of Day prices and additional trading information for UTTAM GALVA STEELS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513228,PENNAR INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for PENNAR INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513250,JYOTI STRUCTURES LTD. EOD Prices,End of Day prices and additional trading information for JYOTI STRUCTURES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513252,JAY USHIN LTD. EOD Prices,End of Day prices and additional trading information for JAY USHIN LTD. EOD Prices.,14-05-2021 14:18,03-11-1992,14-05-2021
BOM513262,STEEL STRIPS WHEELS LTD.-$ EOD Prices,End of Day prices and additional trading information for STEEL STRIPS WHEELS LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM513265,MUKESH STEELS LTD. EOD Prices,End of Day prices and additional trading information for MUKESH STEELS LTD. EOD Prices.,14-05-2021 14:18,27-02-1991,02-02-2017
BOM513269,MAN INDUSTRIES (INDIA) LTD.-$ EOD Prices,End of Day prices and additional trading information for MAN INDUSTRIES (INDIA) LTD.-$ EOD Prices.,14-05-2021 14:18,07-01-1991,14-05-2021
BOM513291,PREMIER PIPES LTD. EOD Prices,End of Day prices and additional trading information for PREMIER PIPES LTD. EOD Prices.,14-05-2021 14:18,18-04-1991,19-04-2021
BOM513295,Imec Services Ltd EOD Prices,End of Day prices and additional trading information for Imec Services Ltd EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM513303,MODERN STEELS LTD.-$ EOD Prices,End of Day prices and additional trading information for MODERN STEELS LTD.-$ EOD Prices.,14-05-2021 14:18,14-01-1991,14-05-2021
BOM513305,Moryo Industries Ltd. EOD Prices,End of Day prices and additional trading information for Moryo Industries Ltd. EOD Prices.,12-11-2015 11:56,13-03-1991,30-12-2014
BOM513307,SYNTHIKO FOILS LTD. EOD Prices,End of Day prices and additional trading information for SYNTHIKO FOILS LTD. EOD Prices.,14-05-2021 14:18,28-01-1994,14-05-2021
BOM513309,Golkonda Aluminium Extrusions Ltd-$ EOD Prices,End of Day prices and additional trading information for Golkonda Aluminium Extrusions Ltd-$ EOD Prices.,14-05-2021 14:18,09-01-1991,14-05-2021
BOM513333,BHUWALKA STEEL INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for BHUWALKA STEEL INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,22-05-1992,06-02-2017
BOM513335,Metalyst Forgings Limited EOD Prices,End of Day prices and additional trading information for Metalyst Forgings Limited EOD Prices.,14-05-2021 14:18,14-05-1992,14-05-2021
BOM513337,GUJARAT TOOLROOM LTD. EOD Prices,End of Day prices and additional trading information for GUJARAT TOOLROOM LTD. EOD Prices.,14-05-2021 14:18,01-06-1992,14-05-2021
BOM513343,GRAND FOUNDRY LTD. EOD Prices,End of Day prices and additional trading information for GRAND FOUNDRY LTD. EOD Prices.,14-05-2021 14:19,16-12-2019,14-05-2021
BOM513349,AJMERA REALTY & INFRA INDIA LTD. EOD Prices,End of Day prices and additional trading information for AJMERA REALTY & INFRA INDIA LTD. EOD Prices.,14-05-2021 14:18,21-07-1992,14-05-2021
BOM513353,COCHIN MINERALS & RUTILE LTD.-$ EOD Prices,End of Day prices and additional trading information for COCHIN MINERALS & RUTILE LTD.-$ EOD Prices.,14-05-2021 14:18,28-07-1992,14-05-2021
BOM513359,Parab Infra Ltd EOD Prices,End of Day prices and additional trading information for Parab Infra Ltd EOD Prices.,14-05-2021 14:18,30-10-1992,02-11-2020
BOM513361,INDIA STEEL WORKS LTD. EOD Prices,End of Day prices and additional trading information for INDIA STEEL WORKS LTD. EOD Prices.,14-05-2021 14:18,16-09-1992,14-05-2021
BOM513369,RAJKUMAR FORGE LTD. EOD Prices,End of Day prices and additional trading information for RAJKUMAR FORGE LTD. EOD Prices.,14-05-2021 14:18,12-10-1992,14-05-2021
BOM513375,CARBORUNDUM UNIVERSAL LTD. EOD Prices,End of Day prices and additional trading information for CARBORUNDUM UNIVERSAL LTD. EOD Prices.,14-05-2021 14:18,13-11-1992,14-05-2021
BOM513377,MMTC LTD. EOD Prices,End of Day prices and additional trading information for MMTC LTD. EOD Prices.,14-05-2021 14:18,23-12-1999,14-05-2021
BOM513397,VALLABH STEELS LTD.-$ EOD Prices,End of Day prices and additional trading information for VALLABH STEELS LTD.-$ EOD Prices.,14-05-2021 14:18,16-07-1993,14-05-2021
BOM513401,ASHIANA ISPAT LTD. EOD Prices,End of Day prices and additional trading information for ASHIANA ISPAT LTD. EOD Prices.,14-05-2021 14:18,07-06-1993,14-05-2021
BOM513403,P.M.TELELINNKS LTD. EOD Prices,End of Day prices and additional trading information for P.M.TELELINNKS LTD. EOD Prices.,14-05-2021 14:18,21-06-1993,11-05-2021
BOM513405,PENNAR ALUMINIUM CO.LTD. EOD Prices,End of Day prices and additional trading information for PENNAR ALUMINIUM CO.LTD. EOD Prices.,14-05-2021 14:18,23-06-1993,06-01-2020
BOM513414,Splendid Metal Products Ltd EOD Prices,End of Day prices and additional trading information for Splendid Metal Products Ltd EOD Prices.,14-05-2021 14:18,10-11-1993,14-05-2021
BOM513418,Smiths & Founders (India) Limited EOD Prices,End of Day prices and additional trading information for Smiths & Founders (India) Limited EOD Prices.,14-05-2021 14:18,06-09-1993,14-05-2021
BOM513422,BLOOM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for BLOOM INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,25-08-1993,03-02-2021
BOM513428,TRINETRA CEMENT LTD. EOD Prices,End of Day prices and additional trading information for TRINETRA CEMENT LTD. EOD Prices.,14-05-2021 14:18,08-09-1993,07-06-2017
BOM513430,Maitri Enterprises Ltd EOD Prices,End of Day prices and additional trading information for Maitri Enterprises Ltd EOD Prices.,14-05-2021 14:18,16-09-1993,14-05-2021
BOM513434,TATA METALIKS LTD. EOD Prices,End of Day prices and additional trading information for TATA METALIKS LTD. EOD Prices.,14-05-2021 14:18,20-09-1993,14-05-2021
BOM513436,SHAH ALLOYS LTD. EOD Prices,End of Day prices and additional trading information for SHAH ALLOYS LTD. EOD Prices.,14-05-2021 14:18,27-09-1993,10-05-2021
BOM513446,JSW Ispat Special Products Ltd EOD Prices,End of Day prices and additional trading information for JSW Ispat Special Products Ltd EOD Prices.,14-05-2021 14:18,20-10-1993,14-05-2021
BOM513452,ELANGO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for ELANGO INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,08-11-1993,14-05-2021
BOM513456,KANISHK STEEL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for KANISHK STEEL INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,16-11-1993,14-05-2021
BOM513460,MAHALAXMI SEAMLESS LTD.-$ EOD Prices,End of Day prices and additional trading information for MAHALAXMI SEAMLESS LTD.-$ EOD Prices.,14-05-2021 14:18,01-12-1993,14-05-2021
BOM513472,SIMPLEX CASTINGS LTD. EOD Prices,End of Day prices and additional trading information for SIMPLEX CASTINGS LTD. EOD Prices.,14-05-2021 14:18,10-05-1994,14-05-2021
BOM513488,SHREE STEEL WIRE ROPES LTD. EOD Prices,End of Day prices and additional trading information for SHREE STEEL WIRE ROPES LTD. EOD Prices.,14-05-2021 14:18,18-02-1994,14-05-2021
BOM513496,MEWAT ZINC LTD. EOD Prices,End of Day prices and additional trading information for MEWAT ZINC LTD. EOD Prices.,14-05-2021 14:19,12-06-1997,01-04-2021
BOM513498,SOUTHERN MAGNESIUM & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for SOUTHERN MAGNESIUM & CHEMICALS LTD. EOD Prices.,14-05-2021 14:18,07-06-1994,14-05-2021
BOM513502,BARODA EXTRUSION LTD. EOD Prices,End of Day prices and additional trading information for BARODA EXTRUSION LTD. EOD Prices.,14-05-2021 14:18,04-07-1995,14-05-2021
BOM513507,GUJARAT CONTAINERS LTD. EOD Prices,End of Day prices and additional trading information for GUJARAT CONTAINERS LTD. EOD Prices.,14-05-2021 14:18,30-03-1994,04-05-2021
BOM513509,KALYANI FORGE LTD. EOD Prices,End of Day prices and additional trading information for KALYANI FORGE LTD. EOD Prices.,14-05-2021 14:18,30-03-1994,14-05-2021
BOM513511,PANCHMAHAL STEEL LTD. EOD Prices,End of Day prices and additional trading information for PANCHMAHAL STEEL LTD. EOD Prices.,14-05-2021 14:18,16-05-1994,14-05-2021
BOM513513,ADITYA ISPAT LTD. EOD Prices,End of Day prices and additional trading information for ADITYA ISPAT LTD. EOD Prices.,14-05-2021 14:18,27-04-1994,14-05-2021
BOM513515,S.R.INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for S.R.INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,08-04-1994,14-05-2021
BOM513517,STEELCAST LTD. EOD Prices,End of Day prices and additional trading information for STEELCAST LTD. EOD Prices.,14-05-2021 14:18,07-04-1994,14-05-2021
BOM513519,Pitti Engineering Ltd-$ EOD Prices,End of Day prices and additional trading information for Pitti Engineering Ltd-$ EOD Prices.,14-05-2021 14:18,07-04-1994,14-05-2021
BOM513528,GLITTEK GRANITES LTD. EOD Prices,End of Day prices and additional trading information for GLITTEK GRANITES LTD. EOD Prices.,14-05-2021 14:18,12-04-1994,14-05-2021
BOM513530,Stelco Strips Ltd. EOD Prices,End of Day prices and additional trading information for Stelco Strips Ltd. EOD Prices.,12-11-2015 11:56,27-05-1994,18-12-2013
BOM513532,PRADEEP METALS LTD. EOD Prices,End of Day prices and additional trading information for PRADEEP METALS LTD. EOD Prices.,14-05-2021 14:18,15-04-1994,14-05-2021
BOM513534,VARDHMAN INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for VARDHMAN INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,05-05-1994,24-12-2019
BOM513536,Gujarat Natural Resources Limited EOD Prices,End of Day prices and additional trading information for Gujarat Natural Resources Limited EOD Prices.,14-05-2021 14:18,25-04-1994,14-05-2021
BOM513540,TAMILNADU STEEL TUBES LTD. EOD Prices,End of Day prices and additional trading information for TAMILNADU STEEL TUBES LTD. EOD Prices.,14-05-2021 14:18,16-05-1994,11-05-2021
BOM513544,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD. EOD Prices,End of Day prices and additional trading information for MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD. EOD Prices.,14-05-2021 14:18,04-05-1994,03-05-2021
BOM513548,SHARDA ISPAT LTD. EOD Prices,End of Day prices and additional trading information for SHARDA ISPAT LTD. EOD Prices.,14-05-2021 14:18,29-04-1994,14-05-2021
BOM513554,MAHAMAYA STEEL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for MAHAMAYA STEEL INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,06-05-1994,14-05-2021
BOM513558,REAL STRIPS LTD.-$ EOD Prices,End of Day prices and additional trading information for REAL STRIPS LTD.-$ EOD Prices.,14-05-2021 14:18,07-06-1994,14-05-2021
BOM513566,NOVA IRON & STEEL LTD. EOD Prices,End of Day prices and additional trading information for NOVA IRON & STEEL LTD. EOD Prices.,14-05-2021 14:18,16-05-1994,14-05-2021
BOM513575,Sterling Powergensys Limited EOD Prices,End of Day prices and additional trading information for Sterling Powergensys Limited EOD Prices.,14-05-2021 14:18,30-05-1994,22-08-2019
BOM513579,FOUNDRY FUEL PRODUCTS LTD. EOD Prices,End of Day prices and additional trading information for FOUNDRY FUEL PRODUCTS LTD. EOD Prices.,14-05-2021 14:18,01-06-1994,12-05-2021
BOM513583,SB & T INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for SB & T INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,29-06-1994,28-08-2017
BOM513597,SURANA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SURANA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,08-08-1994,09-11-2018
BOM513599,HINDUSTAN COPPER LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTAN COPPER LTD. EOD Prices.,14-05-2021 14:18,08-08-1994,14-05-2021
BOM513605,Srikalahasthi Pipes Limited EOD Prices,End of Day prices and additional trading information for Srikalahasthi Pipes Limited EOD Prices.,14-05-2021 14:18,04-08-1994,14-05-2021
BOM513611,PITHAMPUR STEELS LTD. EOD Prices,End of Day prices and additional trading information for PITHAMPUR STEELS LTD. EOD Prices.,14-05-2021 14:18,02-09-1994,11-04-2016
BOM513613,Presha Metallurgical Ltd. EOD Prices,End of Day prices and additional trading information for Presha Metallurgical Ltd. EOD Prices.,14-05-2021 14:18,16-08-1995,23-03-2016
BOM513627,Krishna Ferro Products Ltd. EOD Prices,End of Day prices and additional trading information for Krishna Ferro Products Ltd. EOD Prices.,12-11-2015 11:56,05-10-1994,16-03-2015
BOM513629,TULSYAN NEC LTD.-$ EOD Prices,End of Day prices and additional trading information for TULSYAN NEC LTD.-$ EOD Prices.,14-05-2021 14:18,13-01-1995,12-06-2017
BOM513630,Rajesh Malleables Ltd. EOD Prices,End of Day prices and additional trading information for Rajesh Malleables Ltd. EOD Prices.,12-11-2015 11:56,10-10-1994,18-04-2012
BOM513642,AXEL POLYMERS LTD. EOD Prices,End of Day prices and additional trading information for AXEL POLYMERS LTD. EOD Prices.,14-05-2021 14:18,30-11-1994,14-05-2021
BOM513648,MARG PROJECTS AND INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for MARG PROJECTS AND INFRASTRUCTURE LTD. EOD Prices.,14-05-2021 14:18,24-11-1994,29-10-2018
BOM513683,NLC India Ltd EOD Prices,End of Day prices and additional trading information for NLC India Ltd EOD Prices.,14-05-2021 14:18,28-11-1995,14-05-2021
BOM513687,SPECTRA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SPECTRA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,06-12-1994,14-05-2021
BOM513691,JMT AUTO LTD. EOD Prices,End of Day prices and additional trading information for JMT AUTO LTD. EOD Prices.,14-05-2021 14:18,21-12-1994,14-05-2021
BOM513693,KIC METALIKS LTD. EOD Prices,End of Day prices and additional trading information for KIC METALIKS LTD. EOD Prices.,14-05-2021 14:18,20-12-1994,14-05-2021
BOM513699,SOLID STONE COMPANY LTD. EOD Prices,End of Day prices and additional trading information for SOLID STONE COMPANY LTD. EOD Prices.,14-05-2021 14:18,09-01-1995,14-05-2021
BOM513703,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD. EOD Prices,End of Day prices and additional trading information for KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD. EOD Prices.,14-05-2021 14:18,01-02-1995,13-01-2020
BOM513709,SHILP GRAVURES LTD.-$ EOD Prices,End of Day prices and additional trading information for SHILP GRAVURES LTD.-$ EOD Prices.,14-05-2021 14:18,10-02-1995,14-05-2021
BOM513713,White Organic Agro Ltd EOD Prices,End of Day prices and additional trading information for White Organic Agro Ltd EOD Prices.,14-05-2021 14:18,21-02-1995,14-05-2021
BOM513721,MFS INTERCORP LTD. EOD Prices,End of Day prices and additional trading information for MFS INTERCORP LTD. EOD Prices.,14-05-2021 14:18,02-03-1995,12-04-2021
BOM513723,HIMALAYA GRANITES LTD.-$ EOD Prices,End of Day prices and additional trading information for HIMALAYA GRANITES LTD.-$ EOD Prices.,14-05-2021 14:18,07-03-1995,10-05-2021
BOM513727,RANJEEV ALLOYS LTD. EOD Prices,End of Day prices and additional trading information for RANJEEV ALLOYS LTD. EOD Prices.,14-05-2021 14:18,05-05-1995,26-12-2016
BOM513729,ARO GRANITE INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for ARO GRANITE INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,24-04-1995,14-05-2021
BOM514010,HIMACHAL FIBRES LTD. EOD Prices,End of Day prices and additional trading information for HIMACHAL FIBRES LTD. EOD Prices.,14-05-2021 14:18,04-03-1991,14-05-2021
BOM514028,RAJKAMAL SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for RAJKAMAL SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514030,DEEPAK SPINNERS LTD.-$ EOD Prices,End of Day prices and additional trading information for DEEPAK SPINNERS LTD.-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM514034,JBF INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for JBF INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM514036,LOYAL TEXTILE MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for LOYAL TEXTILE MILLS LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514043,HIMATSINGKA SEIDE LTD. EOD Prices,End of Day prices and additional trading information for HIMATSINGKA SEIDE LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514045,BSL LTD. EOD Prices,End of Day prices and additional trading information for BSL LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514060,Evergreen Textiles Limited EOD Prices,End of Day prices and additional trading information for Evergreen Textiles Limited EOD Prices.,14-05-2021 14:18,19-01-1994,08-11-2019
BOM514087,PBM POLYTEX LTD.-$ EOD Prices,End of Day prices and additional trading information for PBM POLYTEX LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514113,ADINATH TEXTILES LTD. EOD Prices,End of Day prices and additional trading information for ADINATH TEXTILES LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514116,GUPTA SYNTHETICS LTD. EOD Prices,End of Day prices and additional trading information for GUPTA SYNTHETICS LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,19-03-2018
BOM514118,ESKAY K'N'IT (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for ESKAY K'N'IT (INDIA) LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,26-04-2021
BOM514128,KONARK SYNTHETIC LTD. EOD Prices,End of Day prices and additional trading information for KONARK SYNTHETIC LTD. EOD Prices.,14-05-2021 14:18,31-01-1991,12-05-2021
BOM514138,SURYALATA SPINNING MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for SURYALATA SPINNING MILLS LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514140,SURYAVANSHI SPINNING MILLS LTD.-$ EOD Prices,End of Day prices and additional trading information for SURYAVANSHI SPINNING MILLS LTD.-$ EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM514142,T T LTD.-$ EOD Prices,End of Day prices and additional trading information for T T LTD.-$ EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM514144,UNIWORTH LTD. EOD Prices,End of Day prices and additional trading information for UNIWORTH LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,11-05-2021
BOM514162,WELSPUN INDIA LTD. EOD Prices,End of Day prices and additional trading information for WELSPUN INDIA LTD. EOD Prices.,14-05-2021 14:18,16-01-1992,14-05-2021
BOM514165,INDIAN ACRYLICS LTD. EOD Prices,End of Day prices and additional trading information for INDIAN ACRYLICS LTD. EOD Prices.,14-05-2021 14:18,27-01-1992,14-05-2021
BOM514167,GANESHA ECOSPHERE LTD. EOD Prices,End of Day prices and additional trading information for GANESHA ECOSPHERE LTD. EOD Prices.,14-05-2021 14:18,12-03-1992,14-05-2021
BOM514171,CEETA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for CEETA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,09-03-1992,14-05-2021
BOM514175,VARDHMAN POLYTEX LTD. EOD Prices,End of Day prices and additional trading information for VARDHMAN POLYTEX LTD. EOD Prices.,14-05-2021 14:18,03-11-1993,14-05-2021
BOM514177,RISHAB SPECIAL YARNS LTD. EOD Prices,End of Day prices and additional trading information for RISHAB SPECIAL YARNS LTD. EOD Prices.,14-05-2021 14:18,03-08-1992,03-08-2016
BOM514183,BLACK ROSE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for BLACK ROSE INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,06-10-1992,14-05-2021
BOM514197,S&T CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for S&T CORPORATION LTD. EOD Prices.,14-05-2021 14:18,14-12-1992,14-05-2021
BOM514199,BALA TECHNO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for BALA TECHNO INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,08-01-1993,14-03-2017
BOM514211,SUMEET INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for SUMEET INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,23-03-1993,14-05-2021
BOM514215,BINNY LTD. EOD Prices,End of Day prices and additional trading information for BINNY LTD. EOD Prices.,14-05-2021 14:18,26-04-1993,14-05-2021
BOM514221,K-Lifestyle & Industries Limited EOD Prices,End of Day prices and additional trading information for K-Lifestyle & Industries Limited EOD Prices.,14-05-2021 14:18,04-06-1993,10-05-2021
BOM514223,RAMGOPAL POLYTEX LTD. EOD Prices,End of Day prices and additional trading information for RAMGOPAL POLYTEX LTD. EOD Prices.,14-05-2021 14:19,11-02-2020,14-05-2021
BOM514234,SANGAM (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for SANGAM (INDIA) LTD. EOD Prices.,14-05-2021 14:18,30-06-1993,14-05-2021
BOM514236,TTL Enterprises Ltd EOD Prices,End of Day prices and additional trading information for TTL Enterprises Ltd EOD Prices.,14-05-2021 14:19,15-01-1997,20-01-1998
BOM514238,IKAB SECURITIES & INVESTMENT LTD. EOD Prices,End of Day prices and additional trading information for IKAB SECURITIES & INVESTMENT LTD. EOD Prices.,14-05-2021 14:18,02-07-1993,04-05-2021
BOM514240,Kush Industries Ltd EOD Prices,End of Day prices and additional trading information for Kush Industries Ltd EOD Prices.,14-05-2021 14:18,07-07-1993,14-05-2021
