code,name,description,refreshed_at,from_date,to_date
BOM500255,LML LTD. EOD Prices,End of Day prices and additional trading information for LML LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2018
BOM500256,LOK HOUSING & CONSTRUCTIONS LTD.-$ EOD Prices,End of Day prices and additional trading information for LOK HOUSING & CONSTRUCTIONS LTD.-$ EOD Prices.,14-05-2021 14:18,02-03-1992,22-05-2017
BOM500257,LUPIN LTD. EOD Prices,End of Day prices and additional trading information for LUPIN LTD. EOD Prices.,14-05-2021 14:18,14-09-2015,14-05-2021
BOM500259,LYKA LABS LTD. EOD Prices,End of Day prices and additional trading information for LYKA LABS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500260,The Ramco Cements Limited EOD Prices,End of Day prices and additional trading information for The Ramco Cements Limited EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500264,MAFATLAL INDUSTRIES LTD.-$ EOD Prices,End of Day prices and additional trading information for MAFATLAL INDUSTRIES LTD.-$ EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500265,MAHARASHTRA SEAMLESS LTD. EOD Prices,End of Day prices and additional trading information for MAHARASHTRA SEAMLESS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500266,MAHARASHTRA SCOOTERS LTD. EOD Prices,End of Day prices and additional trading information for MAHARASHTRA SCOOTERS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500267,MAJESTIC AUTO LTD.-$ EOD Prices,End of Day prices and additional trading information for MAJESTIC AUTO LTD.-$ EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500268,MANALI PETROCHEMICAL LTD. EOD Prices,End of Day prices and additional trading information for MANALI PETROCHEMICAL LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500271,Max Financial Services Ltd EOD Prices,End of Day prices and additional trading information for Max Financial Services Ltd EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500274,MESCO PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for MESCO PHARMACEUTICALS LTD. EOD Prices.,14-05-2021 14:19,28-09-2000,14-05-2021
BOM500277,MID INDIA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for MID INDIA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-06-2015,14-05-2021
BOM500279,MIRC ELECTRONICS LTD. EOD Prices,End of Day prices and additional trading information for MIRC ELECTRONICS LTD. EOD Prices.,14-05-2021 14:18,14-09-2015,14-05-2021
BOM500280,CENTURY ENKA LTD. EOD Prices,End of Day prices and additional trading information for CENTURY ENKA LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM500284,LORDS CHLORO ALKALI LTD. EOD Prices,End of Day prices and additional trading information for LORDS CHLORO ALKALI LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500285,SPICEJET LTD. EOD Prices,End of Day prices and additional trading information for SPICEJET LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500288,MOREPEN LABORATORIES LTD. EOD Prices,End of Day prices and additional trading information for MOREPEN LABORATORIES LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500290,MRF LTD. EOD Prices,End of Day prices and additional trading information for MRF LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500292,HEIDELBERGCEMENT INDIA LTD. EOD Prices,End of Day prices and additional trading information for HEIDELBERGCEMENT INDIA LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500294,NCC Limited EOD Prices,End of Day prices and additional trading information for NCC Limited EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500295,Vedanta Limited EOD Prices,End of Day prices and additional trading information for Vedanta Limited EOD Prices.,14-05-2021 14:18,07-01-1991,14-05-2021
BOM500296,NAHAR SPINNING MILLS LTD. EOD Prices,End of Day prices and additional trading information for NAHAR SPINNING MILLS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500298,NATIONAL PEROXIDE LTD. EOD Prices,End of Day prices and additional trading information for NATIONAL PEROXIDE LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500300,GRASIM INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for GRASIM INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500301,NEPC INDIA LTD. EOD Prices,End of Day prices and additional trading information for NEPC INDIA LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,06-11-2017
BOM500302,PIRAMAL ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for PIRAMAL ENTERPRISES LTD. EOD Prices.,14-05-2021 14:18,14-09-2015,14-05-2021
BOM500303,ADITYA BIRLA NUVO LTD. EOD Prices,End of Day prices and additional trading information for ADITYA BIRLA NUVO LTD. EOD Prices.,14-05-2021 14:18,14-09-2015,04-07-2017
BOM500304,NIIT LTD. EOD Prices,End of Day prices and additional trading information for NIIT LTD. EOD Prices.,14-05-2021 14:18,03-05-1995,14-05-2021
BOM500306,JAYKAY ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for JAYKAY ENTERPRISES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500307,NIRLON LTD. EOD Prices,End of Day prices and additional trading information for NIRLON LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500310,Novopan Industries Ltd. EOD Prices,End of Day prices and additional trading information for Novopan Industries Ltd. EOD Prices.,12-11-2015 11:56,03-04-1996,31-10-2014
BOM500312,Oil and Natural Gas Corporation Ltd EOD Prices,End of Day prices and additional trading information for Oil and Natural Gas Corporation Ltd EOD Prices.,14-05-2021 14:18,18-03-1996,14-05-2021
BOM500313,OIL COUNTRY TUBULAR LTD. EOD Prices,End of Day prices and additional trading information for OIL COUNTRY TUBULAR LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,10-05-2021
BOM500314,ORIENTAL HOTELS LTD. EOD Prices,End of Day prices and additional trading information for ORIENTAL HOTELS LTD. EOD Prices.,14-05-2021 14:18,11-09-2015,14-05-2021
BOM500315,ORIENTAL BANK OF COMMERCE EOD Prices,End of Day prices and additional trading information for ORIENTAL BANK OF COMMERCE EOD Prices.,14-05-2021 14:18,02-05-1995,20-03-2020
BOM500317,OSWAL AGRO MILLS LTD. EOD Prices,End of Day prices and additional trading information for OSWAL AGRO MILLS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500318,Oswal Spinning & Weaving Mills Ltd. EOD Prices,End of Day prices and additional trading information for Oswal Spinning & Weaving Mills Ltd. EOD Prices.,12-11-2015 11:56,02-03-1992,09-11-2015
BOM500319,INDIAN SUCROSE LTD. EOD Prices,End of Day prices and additional trading information for INDIAN SUCROSE LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500322,PANYAM CEMENTS & MINERAL INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PANYAM CEMENTS & MINERAL INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,22-10-2019
BOM500325,RELIANCE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500327,Pil Italica Lifestyle Ltd EOD Prices,End of Day prices and additional trading information for Pil Italica Lifestyle Ltd EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500329,PENTAMEDIA GRAPHICS LTD. EOD Prices,End of Day prices and additional trading information for PENTAMEDIA GRAPHICS LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,10-05-2021
BOM500330,RAYMOND LTD. EOD Prices,End of Day prices and additional trading information for RAYMOND LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500331,PIDILITE INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for PIDILITE INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500333,PIX TRANSMISSIONS LTD. EOD Prices,End of Day prices and additional trading information for PIX TRANSMISSIONS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500335,BIRLA CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for BIRLA CORPORATION LTD. EOD Prices.,14-05-2021 14:18,03-01-1992,14-05-2021
BOM500336,SURYA ROSHNI LTD. EOD Prices,End of Day prices and additional trading information for SURYA ROSHNI LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500337,PRIME SECURITIES LTD. EOD Prices,End of Day prices and additional trading information for PRIME SECURITIES LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500338,Prism Johnson Ltd EOD Prices,End of Day prices and additional trading information for Prism Johnson Ltd EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500339,Rain Industries Ltd EOD Prices,End of Day prices and additional trading information for Rain Industries Ltd EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500343,AMJ Land Holdings Ltd EOD Prices,End of Day prices and additional trading information for AMJ Land Holdings Ltd EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500346,PUNJAB COMMUNICATIONS LTD.-$ EOD Prices,End of Day prices and additional trading information for PUNJAB COMMUNICATIONS LTD.-$ EOD Prices.,14-05-2021 14:18,14-09-2015,14-05-2021
BOM500350,RSWM LTD. EOD Prices,End of Day prices and additional trading information for RSWM LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500354,RAJSHREE SUGARS & CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for RAJSHREE SUGARS & CHEMICALS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500355,RALLIS INDIA LTD. EOD Prices,End of Day prices and additional trading information for RALLIS INDIA LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500356,SHREE RAMA NEWSPRINT LTD. EOD Prices,End of Day prices and additional trading information for SHREE RAMA NEWSPRINT LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500357,RAMA PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for RAMA PAPER MILLS LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500358,RAMA PETROCHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for RAMA PETROCHEMICALS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500359,Ranbaxy Laboratories Ltd. EOD Prices,End of Day prices and additional trading information for Ranbaxy Laboratories Ltd. EOD Prices.,12-11-2015 11:56,02-03-1992,01-04-2015
BOM500360,RAPICUT CARBIDES LTD. EOD Prices,End of Day prices and additional trading information for RAPICUT CARBIDES LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500365,Welspun Specialty Solutions Ltd EOD Prices,End of Day prices and additional trading information for Welspun Specialty Solutions Ltd EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500366,ROLTA INDIA LTD. EOD Prices,End of Day prices and additional trading information for ROLTA INDIA LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500367,RUBFILA INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for RUBFILA INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500368,RUCHI SOYA INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for RUCHI SOYA INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500370,SALORA INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for SALORA INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,03-05-1995,14-05-2021
BOM500371,SAMTEL INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for SAMTEL INDIA LTD.-$ EOD Prices.,14-05-2021 14:18,02-03-1992,24-06-2019
BOM500372,SAMTEL COLOR LTD. EOD Prices,End of Day prices and additional trading information for SAMTEL COLOR LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,18-07-2018
BOM500378,JINDAL SAW LTD. EOD Prices,End of Day prices and additional trading information for JINDAL SAW LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500380,JK LAKSHMI CEMENT LTD. EOD Prices,End of Day prices and additional trading information for JK LAKSHMI CEMENT LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500387,SHREE CEMENT LTD. EOD Prices,End of Day prices and additional trading information for SHREE CEMENT LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500388,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,22-04-1996,14-05-2021
BOM500390,RELIANCE INFRASTRUCTURE LTD. EOD Prices,End of Day prices and additional trading information for RELIANCE INFRASTRUCTURE LTD. EOD Prices.,14-05-2021 14:18,12-03-1993,14-05-2021
BOM500394,SOLID CARBIDE TOOLS LTD. EOD Prices,End of Day prices and additional trading information for SOLID CARBIDE TOOLS LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,03-02-2020
BOM500399,STEELCO GUJARAT LTD. EOD Prices,End of Day prices and additional trading information for STEELCO GUJARAT LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,26-04-2021
BOM500400,TATA POWER CO.LTD. EOD Prices,End of Day prices and additional trading information for TATA POWER CO.LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500402,SPML Infra Limited EOD Prices,End of Day prices and additional trading information for SPML Infra Limited EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500403,SUNDRAM FASTENERS LTD. EOD Prices,End of Day prices and additional trading information for SUNDRAM FASTENERS LTD. EOD Prices.,14-05-2021 14:18,03-03-1992,14-05-2021
BOM500404,SUNFLAG IRON & STEEL CO.LTD. EOD Prices,End of Day prices and additional trading information for SUNFLAG IRON & STEEL CO.LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500405,SUPREME PETROCHEM LTD. EOD Prices,End of Day prices and additional trading information for SUPREME PETROCHEM LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500407,SWARAJ ENGINES LTD. EOD Prices,End of Day prices and additional trading information for SWARAJ ENGINES LTD. EOD Prices.,14-05-2021 14:18,14-09-2015,14-05-2021
BOM500408,TATA ELXSI LTD. EOD Prices,End of Day prices and additional trading information for TATA ELXSI LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500410,ACC LTD. EOD Prices,End of Day prices and additional trading information for ACC LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500411,THERMAX LTD. EOD Prices,End of Day prices and additional trading information for THERMAX LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500412,THIRUMALAI CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for THIRUMALAI CHEMICALS LTD. EOD Prices.,14-05-2021 14:18,03-01-1992,14-05-2021
BOM500413,THOMAS COOK (INDIA) LTD. EOD Prices,End of Day prices and additional trading information for THOMAS COOK (INDIA) LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500414,TIMEX GROUP INDIA LTD.-$ EOD Prices,End of Day prices and additional trading information for TIMEX GROUP INDIA LTD.-$ EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500418,TOKYO PLAST INTERNATIONAL LTD. EOD Prices,End of Day prices and additional trading information for TOKYO PLAST INTERNATIONAL LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500420,TORRENT PHARMACEUTICALS LTD. EOD Prices,End of Day prices and additional trading information for TORRENT PHARMACEUTICALS LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500422,TRANSCHEM LTD.-$ EOD Prices,End of Day prices and additional trading information for TRANSCHEM LTD.-$ EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500425,AMBUJA CEMENTS LTD. EOD Prices,End of Day prices and additional trading information for AMBUJA CEMENTS LTD. EOD Prices.,14-05-2021 14:18,02-01-1991,14-05-2021
BOM500426,UTL Industries Limited EOD Prices,End of Day prices and additional trading information for UTL Industries Limited EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500429,UNIPHOS ENTERPRISES LTD. EOD Prices,End of Day prices and additional trading information for UNIPHOS ENTERPRISES LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500439,VARDHMAN HOLDINGS LTD. EOD Prices,End of Day prices and additional trading information for VARDHMAN HOLDINGS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500440,HINDALCO INDUSTRIES LTD. EOD Prices,End of Day prices and additional trading information for HINDALCO INDUSTRIES LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM500444,WEST COAST PAPER MILLS LTD. EOD Prices,End of Day prices and additional trading information for WEST COAST PAPER MILLS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500449,HINDUSTAN ORGANIC CHEMICALS LTD. EOD Prices,End of Day prices and additional trading information for HINDUSTAN ORGANIC CHEMICALS LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500450,MPIL CORPORATION LTD. EOD Prices,End of Day prices and additional trading information for MPIL CORPORATION LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,11-05-2021
BOM500456,PASUPATI ACRYLON LTD. EOD Prices,End of Day prices and additional trading information for PASUPATI ACRYLON LTD. EOD Prices.,14-05-2021 14:18,02-05-1995,14-05-2021
BOM500458,Kore Foods Ltd EOD Prices,End of Day prices and additional trading information for Kore Foods Ltd EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500459,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD. EOD Prices,End of Day prices and additional trading information for PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500460,MUKAND LTD. EOD Prices,End of Day prices and additional trading information for MUKAND LTD. EOD Prices.,14-05-2021 14:18,03-01-1991,14-05-2021
BOM500463,AGC Networks Limited EOD Prices,End of Day prices and additional trading information for AGC Networks Limited EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
BOM500464,UCAL FUEL SYSTEMS LTD. EOD Prices,End of Day prices and additional trading information for UCAL FUEL SYSTEMS LTD. EOD Prices.,14-05-2021 14:18,02-03-1992,14-05-2021
