ticker,issuer_name
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd (EQGNFC)
GOACARBON,Goa Carbon Ltd. (EQGOACARBON)
GOCLCORP,GOCL Corporation Ltd. (EQGOCLCORP)
GODAVRFERT,Godavari Fertilisers & Chemicals Ltd. (EQGODAVRFERT)
GODFRYPHLP,Godfrey Phillips India Ltd. (EQGODFRYPHLP)
GODHA,Godha Cabcon & Insulation Ltd. (EQGODHA)
GODREJAGRO,Godrej Agrovet Limited (EQGODREJAGRO)
GODREJCP,Godrej Consumer Products Ltd (EQGODREJCP)
GODREJIND,Godrej Industries Ltd. (EQGODREJIND)
GODREJPROP,Godrej Properties Limited (EQGODREJPROP)
GOENKA,Goenka Diamond & Jewels Limited (EQGOENKA)
GOKEX,Gokaldas Exports Ltd. (EQGOKEX)
GOKUL,Gokul Refoils & Solvent Ltd. (EQGOKUL)
GOKULAGRO,Gokul Agro Resources Ltd. (EQGOKULAGRO)
GOLDBEES,Nippon Life India Asset Management Ltd. (EQGOLDBEES)
GOLDENTOBC,Golden Tobacco Ltd (EQGOLDENTOBC)
GOLDIAM,Goldiam International Ltd. (EQGOLDIAM)
GOLDSHARE,UTI Asset Management Company Ltd (EQGOLDSHARE)
GOLDTECH,Goldstone Technologies Ltd (EQGOLDTECH)
GOODLUCK,Goodluck India Ltd. (EQGOODLUCK)
GOODYEAR,Goodyear India Ltd. (EQGOODYEAR)
GOODYEAR_1,Goodyear India Ltd. (EQGOODYEAR)
GPIL,Godawari Power & Ispat Ltd. (EQGPIL)
GPPL,Gujarat Pipavav Port Ltd (EQGPPL)
GPTINFRA,GPT Infraprojects Ltd (EQGPTINFRA)
GRABALALK,Grabal Alok Impex Ltd. (EQGRABALALK)
GRANULES,Granules India Ltd. (EQGRANULES)
GRAPHITE,Graphite India Ltd (EQGRAPHITE)
GRASIM,Grasim Industries Ltd. (EQGRASIM)
GRAVITA,Gravita India Limited (EQGRAVITA)
GREAVESCOT,Greaves Cotton Ltd. (EQGREAVESCOT)
GREENLAM,Greenlam Industries Ltd. (EQGREENLAM)
GREENLAM_1,GREENLAM INDUSTRIES LTD. (EQGREENLAM)
GREENPANEL,Greenpanel Industries Ltd. (EQGREENPANEL)
GREENPLY,Greenply Industries Ltd. (EQGREENPLY)
GREENPOWER,Orient Green Power Company Limited (EQGREENPOWER)
GRINDWELL,Grindwell Norton Ltd. (EQGRINDWELL)
GROBTEA,Grob Tea Co Ltd (EQGROBTEA)
GRPLTD,GRP Ltd. (EQGRPLTD)
GRSE,Garden Reach Shipbuilders & Engineers Ltd. (EQGRSE)
GRUH,GRUH Finance Ltd. (EQGRUH)
GSCLCEMENT,Gujarat Sidhee Cement Ltd. (EQGSCLCEMENT)
GSFC,Gujarat State Fertilizers & Chemicals Ltd. (EQGSFC)
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd. (EQGSKCONS)
GSLNOVA,GSL Nova Petrochemicals Ltd (EQGSLNOVA)
GSPL,Gujarat State Petronet Ltd. (EQGSPL)
GSS,GSS Infotech Ltd. (EQGSS)
GTL,GTL Ltd. (EQGTL)
GTLINFRA,GTL Infrastucture Ltd (EQGTLINFRA)
GTNIND,GTN Industries Ltd. (EQGTNIND)
GTNTEX,GTN Textiles Ltd. (EQGTNTEX)
GTOFFSHORE,GOL Offshore Ltd (EQGTOFFSHORE)
GTPL,GTPL Hathway Ltd (EQGTPL)
GUFICBIO,Gufic Biosciences Ltd. (EQGUFICBIO)
GUJALKALI,Gujarat Alkalies & Chemicals Ltd. (EQGUJALKALI)
GUJAPOLLO,Gujarat Apollo Industries Ltd. (EQGUJAPOLLO)
GUJGASLTD,Gujarat Gas Ltd (EQGUJGASLTD)
GUJNRECOKE,Gujarat NRE Coke Ltd (EQGUJNRECOKE)
GUJNREDVR,Gujarat NRE Coke Ltd (EQGUJNREDVR)
GUJRAFFIA,Gujarat Raffia Industries Ltd. (EQGUJRAFFIA)
GUJRATGAS,Gujarat Gas Co. Ltd. (EQGUJRATGAS)
GUJSTATFIN,Gujarat State Financial Corporation (EQGUJSTATFIN)
GULFOILLUB,Gulf Oil Lubricants India Ltd (EQGULFOILLUB)
GULFPETRO,GP Petroleums Ltd. (EQGULFPETRO)
GULPOLY,Gulshan Polyols Ltd (EQGULPOLY)
GVKPIL,GVK Power & Infrastructure Ltd. (EQGVKPIL)
H1L_TINFRA,(H1L&TINFRA)
H3L_TINFRA,(H3L&TINFRA)
H5IDFC,BOND 8% PA TR2 S1 (H5IDFC)
H5L_TINFRA,(H5L&TINFRA)
H6L_TINFRA,BOND 8.30% PA CUM. S2 (H6L&TINFRA)
H6L_TINFRA_1,(H6L&TINFRA)
H7IDFCBANK,(H7IDFCBANK)
H8IDFCBANK,(H8IDFCBANK)
H9IDFCBANK,(H9IDFCBANK)
HAIDFC,(HAIDFC)
HAIDFCBANK_1,(HAIDFCBANK)
HAL,Hindustan Aeronautics Ltd. (EQHAL)
HANUNG,Hanung Toys & Textiles Ltd. (EQHANUNG)
HAPPSTMNDS,Happiest Minds Technologies Ltd. (EQHAPPSTMNDS)
HARITASEAT,Harita Seating Systems Ltd. (EQHARITASEAT)
HARRMALAYA,Harrisons Malayalam Ltd. (EQHARRMALAYA)
HATHWAY,Hathway Cable & Datacom Limited (EQHATHWAY)
HATSUN,Hatsun Agro Products Ltd. (EQHATSUN)
HAVELLS,Havells India Ltd. (EQHAVELLS)
HAVISHA,Sri Havisha Hospitality & Infrastructure Ltd. (EQHAVISHA)
HBANKETF,HDFC Asset Management Company Ltd. (EQHBANKETF)
HBIDFCBANK,BOND 8.70% 2022 TR-2 SR-I (HBIDFCBANK)
HBIDFCBANK_1,(HBIDFCBANK)
HBLPOWER,HBL Power Systems Ltd. (EQHBLPOWER)
HBSL,HB Stockholdings Ltd. (EQHBSL)
HCC,Hindustan Construction Co. Ltd. (EQHCC)
HCG,HealthCare Global Enterprises Ltd (EQHCG)
HCIDFCBANK,BOND 0% 2022 TR-2 SR-II (HCIDFCBANK)
HCL_INSYS,HCL Infosystems Ltd. (EQHCL-INSYS)
HCLTECH,HCL Technologies Ltd. (EQHCLTECH)
HDFC,Housing Development Finance Corporation Ltd. (EQHDFC)
HDFCAMC,HDFC Asset Management Company Ltd. (EQHDFCAMC)
HDFCBANK,HDFC Bank Ltd. (EQHDFCBANK)
HDFCLIFE,HDFC Life Insurance Co. Ltd. (EQHDFCLIFE)
HDFCMFGETF,HDFC Asset Management Company Ltd. (EQHDFCMFGETF)
HDFCNIFETF,HDFC Asset Management Company Ltd. (EQHDFCNIFETF)
HDFCSENETF,HDFC Asset Management Company Ltd. (EQHDFCSENETF)
HDIDFC,(HDIDFC)
HDIDFCBANK,(HDIDFCBANK)
HDIL,Housing Development & Infrastructure Ltd. (EQHDIL)
HEG,H.E.G. Ltd. (EQHEG)
HEIDELBERG,HeidelbergCement India Ltd (EQHEIDELBERG)
HEIDFCBANK_1,(HEIDFCBANK)
HELIOSMATH,Helios & Matheson Information Technology Ltd. (EQHELIOSMATH)
HEMIPROP,Hemisphere Properties India Ltd. (EQHEMIPROP)
HERANBA,Heranba Industries Ltd. (EQHERANBA)
HERCULES,Hercules Hoists Ltd. (EQHERCULES)
HERITGFOOD,Heritage Foods Ltd (EQHERITGFOOD)
HEROMOTOCO,Hero MotoCorp Ltd (EQHEROMOTOCO)
HESTERBIO,Hester Biosciences Ltd (EQHESTERBIO)
HEXATRADEX,Hexa Tradex Ltd (EQHEXATRADEX)
HEXAWARE,Hexaware Technologies Ltd. (EQHEXAWARE)
HFCL,HFCL Ltd. (EQHFCL)
HGINFRA,H.G. Infra Engineering Ltd. (EQHGINFRA)
HGS,Hinduja Global Solutions Ltd. (EQHGS)
HIGHGROUND,High Ground Enterprise Ltd (EQHIGHGROUND)
HIKAL,Hikal Ltd. (EQHIKAL)
HIL,HIL Ltd (EQHIL)
HILTON,Hilton Metal Forging Ltd. (EQHILTON)
HIMATSEIDE,Himatsingka Seide Ltd. (EQHIMATSEIDE)
HINDALCO,Hindalco Industries Ltd. (EQHINDALCO)
HINDCOMPOS,Hindustan Composites Ltd. (EQHINDCOMPOS)
HINDCOPPER,Hindustan Copper Ltd. (EQHINDCOPPER)
HINDDORROL,Hindustan Dorr-Oliver Ltd. (EQHINDDORROL)
HINDMOTORS,Hindustan Motors Ltd. (EQHINDMOTORS)
HINDNATGLS,Hindusthan National Glass & Industries Ltd. (EQHINDNATGLS)
HINDOILEXP,Hindustan Oil Exploration Co. Ltd. (EQHINDOILEXP)
HINDPETRO,Hindustan Petroleum Corporation Ltd. (EQHINDPETRO)
HINDSYNTEX,Hind Syntex Ltd. (EQHINDSYNTEX)
HINDUJAFO,Hinduja Foundries Ltd. (EQHINDUJAFO)
HINDUNILVR,Hindustan Unilever Ltd. (EQHINDUNILVR)
HINDZINC,Hindustan Zinc Ltd. (EQHINDZINC)
HINVDIR,HSBC InvestDirect (India) Ltd (EQHINVDIR)
HIRAFERRO,Hira Ferro Alloys Ltd (EQHIRAFERRO)
HIRECT,Hind Rectifiers Ltd. (EQHIRECT)
HISARMETAL,Hisar Metal Industries Ltd. (EQHISARMETAL)
HITECH,Hi-Tech Pipes Ltd. (EQHITECH)
HITECHCORP,Hitech Corporation Ltd. (EQHITECHCORP)
HITECHGEAR,The Hi-Tech Gears Ltd (EQHITECHGEAR)
HLEGLAS,HLE Glascoat Ltd. (EQHLEGLAS)
HLVLTD,HLV Ltd. (EQHLVLTD)
HMT,HMT Ltd. (EQHMT)
HMVL,Hindustan Media Ventures Limited (EQHMVL)
HNDFDS,Hindustan Foods Ltd. (EQHNDFDS)
HNGSNGBEES,Nippon Life India Asset Management Ltd. (EQHNGSNGBEES)
HOCL,Hindustan Organic Chemicals Ltd. (EQHOCL)
HOMEFIRST,Home First Finance Company India Ltd (EQHOMEFIRST)
HONAUT,Honeywell Automation India Ltd. (EQHONAUT)
HONDAPOWER,Honda India Power Products Ltd. (EQHONDAPOWER)
HOTELRUGBY,Hotel Rugby Ltd. (EQHOTELRUGBY)
HOVS,HOV Services Ltd. (EQHOVS)
HPL,HPL Electric & Power Ltd. (EQHPL)
HSCL,Himadri Speciality Chemical Ltd. (EQHSCL)
HSIL,HSIL Ltd (EQHSIL)
HTMEDIA,HT Media Ltd. (EQHTMEDIA)
HUBTOWN,Hubtown Ltd (EQHUBTOWN)
HUDCO,Housing & Urban Development Corporation Ltd (EQHUDCO)
HUHTAMAKI,Huhtamaki India Ltd. (EQHUHTAMAKI)
IBMFNIFTY,Indiabulls Asset Management Company Ltd. (EQIBMFNIFTY)
IBP,IBP Co. Ltd. (EQIBP)
IBREALEST,Indiabulls Real Estate Ltd. (EQIBREALEST)
IBULHSGFIN,Indiabulls Housing Finance Limited (EQIBULHSGFIN)
ICEMAKE,Ice Make Refrigeration Ltd. (EQICEMAKE)
ICICI500,ICICI Prudential Asset Management Company Ltd. (EQICICI500)
ICICIALPLV,ICICI Prudential Asset Management Company Ltd. (EQICICIALPLV)
ICICIB22,ICICI Prudential Asset Management Company Ltd. (EQICICIB22)
ICICIBANK,ICICI Bank Ltd. (EQICICIBANK)
ICICIBANKN,ICICI Prudential Asset Management Company Ltd. (EQICICIBANKN)
ICICIBANKP,ICICI Prudential Asset Management Company Ltd. (EQICICIBANKP)
ICICIGI,ICICI Lombard General Insurance Co. Ltd. (EQICICIGI)
ICICIGOLD,ICICI Prudential Asset Management Company Ltd. (EQICICIGOLD)
ICICILIQ,ICICI Prudential Asset Management Company Ltd. (EQICICILIQ)
ICICILOVOL,ICICI Prudential Asset Management Company Ltd. (EQICICILOVOL)
ICICIM150,ICICI Prudential Asset Management Company Ltd. (EQICICIM150)
ICICIMCAP,ICICI Prudential Asset Management Company Ltd. (EQICICIMCAP)
ICICINF100,ICICI Prudential Asset Management Company Ltd. (EQICICINF100)
ICICINIFTY,ICICI Prudential Asset Management Company Ltd. (EQICICINIFTY)
ICICINV20,ICICI Prudential Asset Management Company Ltd. (EQICICINV20)
ICICINXT50,ICICI Prudential Asset Management Company Ltd. (EQICICINXT50)
ICICIPRULI,ICICI Prudential Life Insurance Co. Ltd. (EQICICIPRULI)
ICICISENSX,ICICI Prudential Asset Management Company Ltd. (EQICICISENSX)
ICICITECH,ICICI Prudential Asset Management Company Ltd. (EQICICITECH)
ICIL,Indo Count Industries Ltd. (EQICIL)
ICNX100,ICICI PRU NIFTY100 ETF (EQICNX100)
ICNX100_1,ICICIPRAMC - ICCNX100 (EQICNX100)
ICRA,ICRA Ltd. (EQICRA)
ICSA,I.C.S.A (India) Ltd (EQICSA)
IDBI,IDBI Bank Ltd (EQIDBI)
IDBIGOLD,IDBI Bank Ltd (EQIDBIGOLD)
IDEA,Vodafone Idea Ltd. (EQIDEA)
IDFC,IDFC Ltd (EQIDFC)
IDFCFIRSTB,IDFC First Bank Ltd. (EQIDFCFIRSTB)
IDFNIFTYET,IDFC Asset Management Company Limited (EQIDFNIFTYET)
IDFNIFTYET_1,IDFCAMC - IDFNIFTYET (EQIDFNIFTYET)
IDNIFTYPBK,Nifty Pvt Bank (IDNIFTYPBK)
IEX,Indian Energy Exchange Ltd. (EQIEX)
IFBAGRO,IFB Agro Industries Ltd. (EQIFBAGRO)
IFBIND,IFB Industries Ltd. (EQIFBIND)
IFCI,IFCI Ltd. (EQIFCI)
IFGLEXPOR,IFGL Refractories Ltd (EQIFGLEXPOR)
IFGLREFRAC,IFGL Refractories Ltd. (EQIFGLREFRAC)
IFL,India Foils Ltd. (EQIFL)
IGARASHI,Igarashi Motors India Ltd. (EQIGARASHI)
IGIGARASHI,(IGIGARASHI)
IGL,Indraprastha Gas (EQIGL)
IGOLD,ICICI PRUDENTIAL GOLD ETF (EQIGOLD)
IGPL,I G Petrochemicals Ltd. (EQIGPL)
IGS,iGate Global Solutions Ltd. (EQIGS)
IIFL,IIFL Finance Ltd. (EQIIFL)
IIFLNIFTY,India Infoline Asset Management Co. Ltd (EQIIFLNIFTY)
IIFLNIFTY_1,IIFL Holdings Ltd. (EQIIFLNIFTY)
IIFLSEC,IIFL Securities Limited (EQIIFLSEC)
IIFLWAM,IIFL Wealth Management Ltd (EQIIFLWAM)
IITL,Industrial Investment Trust Ltd. (EQIITL)
IL,(IL)
ILACC,ACC LIMITED (ILACC)
ILADVANTA,ADVANTA INDIA LTD (ILADVANTA)
ILALBK,ALLAHABAD BANK (ILALBK)
ILALBK_1,(ILALBK)
ILANDHRABANK,ANDHRA BANK (ILANDHRABANK)
ILAXISBANK,AXIS BANK LIMITED (ILAXISBANK)
ILBANKBARODA,BANK OF BARODA (ILBANKBARODA)
ILBANKINDIA,BANK OF INDIA (ILBANKINDIA)
ILBHARTIARTL,BHARTI AIRTEL LIMITED (ILBHARTIARTL)
ILBRANDHOUSE,BRANDHOUSE RETAILS LTD (ILBRANDHOUSE)
ILCANBK,CANARA BANK (ILCANBK)
ILCARBORUNIV,CARBORUNDUM UNIVERSAL LTD (ILCARBORUNIV)
ILCCL,(ILCCL)
ILCENTBOP,CENTURION BANK OF PUNJAB (ILCENTBOP)
ILCMC,CMC LTD (ILCMC)
ILCONCOR,CONTAINER CORP OF IND LTD (ILCONCOR)
ILCUB,CITY UNION BANK LTD (ILCUB)
ILDBCORP,D.B.CORP LTD (ILDBCORP)
ILDBCORP_1,(ILDBCORP)
ILDCHL,DECCAN CHRONICLE HOLD LTD (ILDCHL)
ILDENABANK,DENA BANK (ILDENABANK)
ILDYNAMATECH,DYNAMATIC TECHNOLOGIES (ILDYNAMATECH)
ILECLERX,(ILECLERX)
ILENIL,ENTERTAIN NET. IND. LTD. (ILENIL)
ILENIL_1,(ILENIL)
ILEQUITAS,(ILEQUITAS)
ILEQUITAS_1,EQUITAS HOLDINGS LIMITED (ILEQUITAS)
ILFEDERALBNK,FEDERAL BANK LTD (ILFEDERALBNK)
ILFORTIS,FORTIS HEALTHCARE LTD (ILFORTIS)
ILFRL,FUTURE RETAIL LIMITED (ILFRL)
IL_FSENGG,IL&FS Engineering and Construction Co Ltd (EQIL&FSENGG)
IL_FSTRANS,IL&FS Transportation Networks Ltd. (EQIL&FSTRANS)
ILGPPL,GUJARAT PIPAVAV PORT LTD (ILGPPL)
ILGRASIM,GRASIM INDUSTRIES LTD (ILGRASIM)
ILGSFC_1,GUJ STATE FERT & CHEM LTD (ILGSFC)
ILGUJNRECOKE,(ILGUJNRECOKE)
ILHATHWAY,HATHWAY CABLE & DATACOM (ILHATHWAY)
ILHDFCBANK,(ILHDFCBANK)
ILHDFCBANK_1,HDFC BANK LTD (ILHDFCBANK)
ILICICIBANK,ICICI BANK LTD. (ILICICIBANK)
ILIDFC,IDFC LIMITED (ILIDFC)
ILIFCI,IFCI LTD (ILIFCI)
ILIFCI_1,(ILIFCI)
ILIGL,INDRAPRASTHA GAS LTD (ILIGL)
ILIGL_1,(ILIGL)
ILINDUSINDBK,INDUSIND BANK LIMITED (ILINDUSINDBK)
ILINGVYSYABK,ING VYSYA BANK LTD (ILINGVYSYABK)
ILIOB,INDIAN OVERSEAS BANK (ILIOB)
ILIOB_1,(ILIOB)
ILIPCALAB,IPCA LABORATORIES LTD (ILIPCALAB)
ILJAGRAN,JAGRAN PRAKASHAN LIMITED (ILJAGRAN)
ILJINDALSWHL,(ILJINDALSWHL)
ILJKIL,JKUMAR INFR.LTD. (ILJKIL)
ILJPASSOCIAT,JAIPRAKASH ASSOCIATES LTD (ILJPASSOCIAT)
ILJPASSOCIAT_1,(ILJPASSOCIAT)
ILJUBLFOOD,JUBILANT FOODWORKS LTD (ILJUBLFOOD)
ILKALINDEE,KALINDEE RAIL NR. (E) LTD (ILKALINDEE)
ILKALINDEE_1,(ILKALINDEE)
ILKARURVYSYA,KARUR VYSYA BANK LTD (ILKARURVYSYA)
ILKOTAKBANK,KOTAK MAHINDRA BANK LTD (ILKOTAKBANK)
ILLUPIN,LUPIN LIMITED (ILLUPIN)
ILMARUTI,MARUTI SUZUKI INDIA LTD. (ILMARUTI)
ILMCLEODRUSS,(ILMCLEODRUSS)
ILMCX,MULTI COMMODITY EXCHANGE (ILMCX)
ILMCX_1,(ILMCX)
ILNAUKRI,INFO EDGE (I) LTD (ILNAUKRI)
ILNAUKRI_1,(ILNAUKRI)
ILNETWORK18,NETWORK 18 FINCAP LTD. (ILNETWORK18)
ILNETWORK18_1,(ILNETWORK18)
ILORIENTBANK,ORIENTAL BANK OF COMMERCE (ILORIENTBANK)
ILPANTALOONR,PANTALOON RETAIL (I) LTD (ILPANTALOONR)
ILPATNI,PATNI COMPUTER SYST LTD (ILPATNI)
ILPERSISTENT,PERSISTENT SYSTEMS LTD (ILPERSISTENT)
ILPETRONET,PETRONET LNG LIMITED (ILPETRONET)
ILPNB,PUNJAB NATIONAL BANK (ILPNB)
ILPOWERGRID,POWER GRID CORP. LTD. (ILPOWERGRID)
ILPRESTIGE,PRESTIGE ESTATE LTD (ILPRESTIGE)
ILPRETAILDVR,(ILPRETAILDVR)
ILRECLTD,RURAL ELEC CORP. LTD. (ILRECLTD)
ILREPCOHOME,REPCO HOME FINANCE LTD (ILREPCOHOME)
ILSBIN,STATE BANK OF INDIA (ILSBIN)
ILSESAGOA,SESA GOA LTD (ILSESAGOA)
ILSOUTHBANK,THE SOUTH INDIAN BANK LTD (ILSOUTHBANK)
ILSTAR,STRIDES ACROLAB LIMITED (ILSTAR)
ILTATACHEM_1,TATA CHEMICALS LTD (ILTATACHEM)
ILTATASTEEL,TATA STEEL LIMITED (ILTATASTEEL)
ILTITAN,TITAN COMPANY LIMITED (ILTITAN)
ILTITAN_1,TITAN INDUSTRIES LTD (ILTITAN)
ILTRENT,(ILTRENT)
ILTRENT_1,TRENT LTD (ILTRENT)
ILTV_18,TV18 INDIA LIMITED (ILTV-18)
ILTV_18_1,(ILTV-18)
ILUJJIVAN,(ILUJJIVAN)
ILUNIONBANK,UNION BANK OF INDIA (ILUNIONBANK)
ILUPL,UPL LIMITED (ILUPL)
ILVIJAYABANK,VIJAYA BANK (ILVIJAYABANK)
ILVMART,VMART RETAIL LTD (ILVMART)
ILYESBANK,YES BANK LIMITED (ILYESBANK)
ILZEENEWS,ZEE NEWS LIMITED (ILZEENEWS)
IMAGICAA,Imagicaaworld Entertainment Ltd. (EQIMAGICAA)
IMFA,Indian Metals & Ferro Alloys Ltd. (EQIMFA)
IMPAL,India Motor Parts & Accessories Ltd. (EQIMPAL)
IMPEXFERRO,Impex Ferro Tech Ltd. (EQIMPEXFERRO)
INDBANK,Indbank Merchant Banking Services Ltd. (EQINDBANK)
INDHOTEL,Indian Hotels Co. Ltd. (EQINDHOTEL)
INDIABULLS,Indiabulls Financial Services (EQINDIABULLS)
INDIACEM,India Cements Ltd. (EQINDIACEM)
INDIAGLYCO,India Glycols Ltd. (EQINDIAGLYCO)
INDIAMART,Indiamart Intermesh Ltd. (EQINDIAMART)
INDIANB,Indian Bank (EQINDIANB)
INDIANCARD,Indian Card Clothing Co. Ltd. (EQINDIANCARD)
INDIANHUME,Indian Hume Pipe Co. Ltd. (EQINDIANHUME)
INDIGO,InterGlobe Aviation Ltd. (EQINDIGO)
INDIGOPNTS,Indigo Paints Ltd. (EQINDIGOPNTS)
INDLMETER,IMP Powers Ltd (EQINDLMETER)
INDNIPPON,India Nippon Electricals Ltd. (EQINDNIPPON)
INDOCO,Indoco Remedies Ltd (EQINDOCO)
INDORAMA,Indo Rama Synthetics Ltd. (EQINDORAMA)
INDORAMTEX,Indo Rama Textiles Ltd. (EQINDORAMTEX)
INDOSOLAR,Indosolar Ltd (EQINDOSOLAR)
INDOSTAR,Indostar Capital Finance Ltd (EQINDOSTAR)
INDOTECH,Indo Tech Transformers Ltd. (EQINDOTECH)
INDOTHAI,Indo Thai Securities Ltd (EQINDOTHAI)
INDOWIND,Indowind Energy Ltd. (EQINDOWIND)
INDRAMEDCO,Indraprastha Medical Corporation Ltd. (EQINDRAMEDCO)
INDSWFTLAB,Ind-Swift Laboratories Ltd. (EQINDSWFTLAB)
INDSWFTLTD,Ind-Swift Ltd. (EQINDSWFTLTD)
INDTERRAIN,Indian Terrain Fashions Ltd. (EQINDTERRAIN)
INDUSFILA,Indus Fila Ltd. (EQINDUSFILA)
INDUSINDBK,IndusInd Bank Ltd. (EQINDUSINDBK)
INDUSTOWER,Indus Towers Ltd. (EQINDUSTOWER)
INEOSSTYRO,INEOS Styrolution India Ltd. (EQINEOSSTYRO)
INFIBEAM,Infibeam Avenues Ltd. (EQINFIBEAM)
INFINITE,Infinite Computer Solutions (India) Ltd (EQINFINITE)
INFOBEAN,InfoBeans Technologies Ltd (EQINFOBEAN)
INFODRIVE,Info-Drive Software Ltd. (EQINFODRIVE)
INFOMEDIA,Infomedia Press Ltd (EQINFOMEDIA)
INFRABEES,Nippon Life India Asset Management Ltd. (EQINFRABEES)
INFY,Infosys Ltd (EQINFY)
INGERRAND,Ingersoll Rand (India) Ltd. (EQINGERRAND)
INGVYSYABK,Ing Vysya Bank Ltd. (EQINGVYSYABK)
INIFTY,ICICIPRAMC NIFETF (EQINIFTY)
INNOIND,Innoventive Industries Ltd (EQINNOIND)
INOXLEISUR,INOX Leisure Ltd. (EQINOXLEISUR)
INOXWIND,Inox Wind Ltd (EQINOXWIND)
INSECTICID,Insecticides (India) Ltd. (EQINSECTICID)
INSPIRISYS,Inspirisys Solutions Ltd. (EQINSPIRISYS)
INTEGRA,Integra Garments & Textiles Ltd (EQINTEGRA)
INTELLECT,Intellect Design Arena Ltd (EQINTELLECT)
INTENTECH,Intense Technologies Ltd. (EQINTENTECH)
INVENTURE,Inventure Growth and Securities Ltd (EQINVENTURE)
IOB,Indian Overseas Bank (EQIOB)
IOC,Indian Oil Corporation Ltd. (EQIOC)
IOLCP,IOL Chemicals & Pharmaceuticals Ltd. (EQIOLCP)
IOLN,IOL Netcom Ltd. (EQIOLN)
IPCALAB,Ipca Laboratories Ltd. (EQIPCALAB)
IPCL,Indian Petrochemicals Corporation Ltd. (EQIPCL)
IPRINGLTD,IP Rings Ltd. (EQIPRINGLTD)
IRB,IRB Infrastructure Developers Ltd (EQIRB)
IRCON,IRCON International Ltd (EQIRCON)
IRCTC,Indian Railway Catering & Tourism Corporation Ltd. (EQIRCTC)
IRFC,Indian Railway Finance Corporation Ltd. (EQIRFC)
IRISDOREME,Iris Clothings Ltd. (EQIRISDOREME)
ISEC,ICICI Securities Ltd (EQISEC)
ISFT,Intrasoft Technologies Limited (EQISFT)
ISMTLTD,ISMT Ltd. (EQISMTLTD)
IT3RDROCK,3rd Rock Multimedia Ltd. (IT3RDROCK)
ITBDR,BDR Buildcon Ltd (ITBDR)
ITC,ITC Ltd. (EQITC)
ITDC,India Tourism Development Corporation Ltd. (EQITDC)
ITDCEM,ITD Cementation India Ltd. (EQITDCEM)
ITFROGCELL,Frog Cellsat Ltd. (ITFROGCELL)
ITGIRRESORTS,GIR Natureview Resorts Ltd. (ITGIRRESORTS)
ITI,ITI Ltd. (EQITI)
ITINFOBEANS,InfoBeans Technologies Ltd (ITINFOBEANS)
ITKAWIRES,K A Wires Ltd. (ITKAWIRES)
ITMMNL,MIG Media Neurons Ltd (ITMMNL)
ITMOHINI,Mohini Fibers Ltd. (ITMOHINI)
ITMRO,M.R. Organisation Ltd (ITMRO)
ITQVC,QVC Realty Co. Ltd (ITQVC)
IVC,IL & FS Investment Managers Ltd. (EQIVC)
IVINDIGRID,India Grid Trust (IVINDIGRID)
IVINDINFR,IndInfravit Trust (IVINDINFR)
IVIRBINVIT,IRB InvIT Fund (IVIRBINVIT)
IVP,IVP Ltd. (EQIVP)
IVRCLAH,IVRCL Assets & Holdings Ltd (EQIVRCLAH)
IVRCLINFRA,IVRCL Ltd (EQIVRCLINFRA)
IVZINGOLD,Invesco Asset Management (India) Pvt. Ltd. (EQIVZINGOLD)
IVZINNIFTY,Invesco Asset Management (India) Pvt. Ltd. (EQIVZINNIFTY)
IZ3RDROCK,(IZ3RDROCK)
IZMO,izmo Ltd. (EQIZMO)
JAGRAN,Jagran Prakashan Ltd. (EQJAGRAN)
JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd. (EQJAGSNPHARM)
JAIBALAJI,Jai Balaji Industries Ltd. (EQJAIBALAJI)
JAICORPLTD,Jai Corp Ltd. (EQJAICORPLTD)
JAIHINDPRO,Jaihind Projects Ltd. (EQJAIHINDPRO)
JAINSTUDIO,Jain Studios Ltd. (EQJAINSTUDIO)
JAMNAAUTO,Jamna Auto Industries Ltd. (EQJAMNAAUTO)
JASH,Jash Engineering Ltd. (EQJASH)
JAYAGROGN,Jayant Agro-Organics Ltd. (EQJAYAGROGN)
JAYBARMARU,Jay Bharat Maruti Ltd. (EQJAYBARMARU)
JAYNECOIND,Jayaswal NECO Industries Ltd. (EQJAYNECOIND)
JAYPEEHOT,Jaypee Hotels Ltd. (EQJAYPEEHOT)
JAYSREETEA,Jay Shree Tea & Industries Ltd. (EQJAYSREETEA)
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd. (EQJBCHEPHARM)
JBFIND,JBF Industries Ltd. (EQJBFIND)
JBMA,JBM Auto Ltd (EQJBMA)
JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd. (EQJCHAC)
JCTEL,JCT Electronics Ltd. (EQJCTEL)
JDORGOCHEM,J D Orgochem Ltd (EQJDORGOCHEM)
JENSONICOL,Jenson & Nicholson (India) Ltd. (EQJENSONICOL)
JETAIRWAYS,Jet Airways India (EQJETAIRWAYS)
JEYPORE,Jeypore Sugar Co. Ltd. (EQJEYPORE)
JHS,JHS Svendgaard Laboratories Ltd. (EQJHS)
JIKIND,JIK Industries Ltd. (EQJIKIND)
JIKINDS,JIK Industries Ltd. (EQJIKINDS)
