,Date,Open,High,Low,Close,Adj Close,Volume
2318,2006-06-14,9156.969727,9387.05957,8799.009766,8929.44043,8929.44043,27400.0
2319,2006-06-15,9133.360352,9582.969727,9092.160156,9545.05957,9545.05957,26200.0
2320,2006-06-16,9703.05957,10118.280273,9703.05957,9884.509766,9884.509766,33400.0
2321,2006-06-19,9903.110352,10049.94043,9755.209961,9997.839844,9997.839844,20800.0
2322,2006-06-20,9958.330078,9958.330078,9745.169922,9822.519531,9822.519531,22400.0
2323,2006-06-21,9797.870117,10054.049805,9757.540039,10040.139648,10040.139648,24800.0
2324,2006-06-22,10093.379883,10362.740234,10093.379883,10275.879883,10275.879883,22400.0
2325,2006-06-23,10201.30957,10453.610352,10025.19043,10401.299805,10401.299805,22600.0
2326,2006-06-26,10427.849609,10451.469727,9991.120117,10042.05957,10042.05957,21800.0
2327,2006-06-27,10058.290039,10224.259766,9902.330078,10151.009766,10151.009766,31400.0
2328,2006-06-28,10067.549805,10204.660156,9909.759766,10129.700195,10129.700195,26000.0
2329,2006-06-29,10193.94043,10326.049805,10109.55957,10162.160156,10162.160156,20200.0
2330,2006-06-30,10316.120117,10626.839844,10316.120117,10609.25,10609.25,30600.0
2331,2006-07-03,10646.55957,10729.919922,10589.459961,10695.259766,10695.259766,22600.0
2332,2006-07-04,10755.450195,10800.110352,10644.719727,10662.219727,10662.219727,17400.0
2333,2006-07-05,10641.330078,10940.450195,10611.349609,10919.639648,10919.639648,25600.0
2334,2006-07-06,10836.490234,10839.530273,10703.0,10767.969727,10767.969727,22000.0
2335,2006-07-07,10813.75,10887.669922,10440.019531,10509.530273,10509.530273,28000.0
2336,2006-07-10,10484.25,10704.780273,10461.730469,10684.299805,10684.299805,16600.0
2337,2006-07-11,10699.620117,10699.620117,10566.709961,10614.349609,10614.349609,18400.0
2338,2006-07-12,10604.639648,10939.679688,10549.849609,10930.089844,10930.089844,25600.0
2339,2006-07-13,10922.610352,10922.610352,10797.490234,10858.5,10858.5,22200.0
2340,2006-07-14,10782.980469,10782.980469,10563.759766,10678.219727,10678.219727,20800.0
